메뉴,작업자,대분류,중분류(재료1),중분류2(재료2),중분류3(재료3),중분류4(재료4),중분류5(재료5),소분류1(육류 종류만 기재),양식(western) 여부,,,,,
채소볶음우동,문성일,볶음류,채소류,면류,,,,,,,,,,
얼갈이쌈장무침,문성일,무침류,채소류,양념 및 장류,,,,,,,,,,
곤드레밥*강된장,문성일,밥류,채소류,곡류,양념 및 장류,,,,,,,,,
과일주스,문성일,음료 및 주류,과일류,,,,,,,,,,,
비빔채소만두,문성일,무침류,면류,난류,채소류,,,,,,,,,
반반치킨,문성일,튀김류,육류,,,,,닭,,,,,,
쑥된장국,문성일,국탕류,채소류,양념 및 장류,,,,,,,,,,
도라지생채,문성일,무침류,채소류,,,,,,,,,,,
쌈만두,문성일,찜류,면류,육류,채소류,,,돼지,,,,,,
잡채밥&짜장소스,문성일,밥류,면류,곡류,양념 및 장류,,,,,,,,,
아이스슈,문성일,빵과자류,,,,,,,,,,,,
모자반무침,문성일,무침류,채소류,양념 및 장류,,,,,,,,,,
풋마늘초무침,문성일,무침류,채소류,양념 및 장류,,,,,,,,,,
간장찜닭,문성일,찜류,육류,양념 및 장류,,,,닭,,,,,,
스파게티,문성일,국수류,면류,,,,,,,,,,,
해물짬뽕,문성일,국탕류,면류,어패류,,,,,,,,,,
명란연근전,문성일,전류,채소류,어패류,,,,,,,,,,
쇠고기볶음밥,문성일,밥류,육류,채소류,곡류,,,소,,,,,,
동전문어조림,문성일,조림류,어패류,,,,,,,,,,,
해물우동볶음,문성일,볶음류,면류,어패류,,,,,,,,,,
오꼬노미계란말이,문성일,구이류,난류,어패류,,,,,,,,,,
오징어브로컬리,문성일,무침류,어패류,채소류,,,,,,,,,,
양파초절임,문성일,장아찌류,채소류,,,,,,,,,,,
참치죽,문성일,죽류,어패류,곡류,,,,,,,,,,
물만둣국,문성일,국탕류,난류,채소류,면류,,,,,,,,,
쥐어채무침,문성일,무침류,어패류,양념 및 장류,,,,,,,,,,
미소된장국,문성일,국탕류,채소류,양념 및 장류,,,,,,,,,,
구이김,문성일,구이류,해초류,,,,,,,,,,,
매운소고기국,문성일,국탕류,육류,,,,,소,,,,,,
시리얼과일샐러드,문성일,샐러드류,과일류,,,,,,,,,,,
왕새우튀김,문성일,튀김류,어패류,,,,,,,,,,,
감자소세지볶음,문성일,볶음류,육류,채소류,,,,돼지,,,,,,
곤드레밥,문성일,밥류,곡류,채소류,,,,,,,,,,
머위순나물,문성일,나물류,채소류,,,,,,,,,,,
동태찌개,문성일,찌개류,어패류,,,,,,,,,,,
올갱이아욱국,문성일,국탕류,어패류,,,,,,,,,,,
새알팥죽,문성일,죽류,두류,,,,,,,,,,,
해물손수제비,문성일,국수류,어패류,면류,,,,,,,,,,
토스트,문성일,빵과자류,나류,,,,,,,,,,,
메추리알곤약조림,문성일,조림류,난류,묵류,,,,,,,,,,
옥수수맛탕,문성일,튀김류,채소류,,,,,,,,,,,
계란파국,문성일,국탕류,난류,채소류,,,,,,,,,,
자몽샐러드,문성일,샐러드류,과일류,,,,,,,,,,,
더덕무침,문성일,무침류,채소류,,,,,,,,,,,
감자만두,문성일,찜류,채소류,면류,난류,육류,,돼지,,,,,,
맑은버섯국,문성일,국탕류,채소류,,,,,,,,,,,
오이초무침,문성일,무침류,채소류,양념 및 장류,,,,,,,,,,
시금치초고추장무침,문성일,무침류,채소류,양념 및 장류,,,,,,,,,,
깐풍연근,문성일,튀김류,채소류,,,,,,,,,,,
늙은호박전,문성일,전류,채소류,,,,,,,,,,,
닭죽,문성일,죽류,육류,곡류,,,,닭,,,,,,
수제동그랑땡전*케찹,문성일,전류,난류,채소류,양념 및 장류,,,,,,,,,
비빔국수,문성일,국수류,면류,양념 및 장류,,,,,,,,,,
치커리유자청무침,문성일,무침류,채소류,,,,,,,,,,,
프렌치토스트,문성일,빵과자류,곡류,난류,,,,,,,,,,
쭈꾸미볶음,문성일,볶음류,어패류,채소류,,,,,,,,,,
미니잔치국수,문성일,국수류,면류,채소류,어패류,,,,,,,,,
단호박찐빵,문성일,빵과자류,난류,곡류,채소류,,,,,,,,,
누룽지탕,문성일,국탕류,곡류,,,,,,,,,,,
마늘종호두조림,문성일,조림류,채소류,두류,,,,,,,,,,
포도,문성일,단품류,과일류,,,,,,,,,,,
가자미엿장구이,문성일,구이류,어패류,양념 및 장류,,,,,,,,,,
가자미카레튀김,문성일,튀김류,어패류,,,,,,,,,,,
생선가스,문성일,튀김류,어패류,,,,,,,,,,,
짬뽕순두부찌개,문성일,찌개류,두류,어패류,채소류,,,,,,,,,
오리훈제볶음밥,문성일,밥류,육류,곡류,채소류,,,오리,,,,,,
호떡맥모닝,문성일,빵과자류,난류,두류,,,,,,,,,,
브로컬리크림스프,문성일,죽류,채소류,,,,,,,,,,,
건새우무나물,문성일,무침류,어패류,채소류,,,,,,,,,,
오징어채소볶음,문성일,볶음류,어패류,채소류,,,,,,,,,,
돈나물오리엔탈무침,문성일,무침류,채소류,,,,,,,,,,,
콩자반,문성일,무침류,두류,,,,,,,,,,,
아롱사태샐러드*들깨소스,문성일,샐러드류,육류,양념 및 장류,채소류,,,소,,,,,,
꽁치오븐구이,문성일,구이류,어패류,,,,,,,,,,,
꽁치김치말이,문성일,찜류,어패류,김치류,,,,,,,,,,
잡채,문성일,무침류,육류,채소류,,,,돼지,,,,,,
도넛츠,문성일,빵과자류,난류,곡류,,,,,,,,,,
돈육매콤조림,문성일,조림류,육류,채소류,,,,돼지,,,,,,
깻잎쌈*생강채,문성일,찜류,채소류,양념 및 장류,,,,,,,,,,
애플잼쿠키,문성일,빵과자류,난류,곡류,,,,,,,,,,
돈육청경채볶음,문성일,볶음류,육류,채소류,,,,돼지,,,,,,
포테이토오븐구이,문성일,구이류,채소류,,,,,,,,,,,
참치야채죽,문성일,죽류,어패류,곡류,채소류,,,,,,,,,
비름나물,문성일,무침류,채소류,,,,,,,,,,,
당근크림치즈베이글,문성일,빵과자류,난류,채소류,,,,,,,,,,
찐옥수수,문성일,단품류,채소류,,,,,,,,,,,
멘보샤*칠리S,문성일,튀김류,어패류,난류,양념 및 장류,,,,,,,,,
스태프핫도그,문성일,빵과자류,육류,난류,곡류,,,돼지고기,,,,,,
새우까스*와사비소스,문성일,튀김류,어패류,양념 및 장류,,,,,,,,,,
무우짱아찌,문성일,장아찌류,채소류,,,,,,,,,,,
양상추샐러드,문성일,샐러드류,채소류,,,,,,,,,,,
두반장가지나물,문성일,볶음류,채소류,양념 및 장류,,,,,,,,,,
시금치프리타타,문성일,구이류,채소류,난류,,,,,,,,,,
스틱단무지,문성일,장아찌류,채소류,,,,,,,,,,,
미역줄기,문성일,무침류,해조류,,,,,,,,,,,
오렌지빵,문성일,빵과자류,과일류,난류,,,,,,,,,,
고구마샌드,문성일,빵과자류,채소류,난류,,,,,,,,,,
밀떡볶이,문성일,볶음류,떡류,채소류,양념 및 장류,,,,,,,,,
매쉬드포테이토,문성일,샐러드류,채소류,,,,,,,,,,,
부채살오므라이스,문성일,밥류,육류,난류,,,,소고기,,,,,,
퀘사디아,문성일,빵과자류,난류,,,,,,,,,,,
베이컨치즈베이글,문성일,빵과자류,육류,,,,,돼지고기,,,,,,
그린요거트샐러드,문성일,샐러드류,채소류,양념 및 장류,,,,,,,,,,
메밀전병만두,문성일,구이류,만두류,,,,,,,,,,,
녹차호떡,문성일,전류,난류 ,,,,,,,,,,,
수원왕갈비통닭,문성일,튀김류,육류,,,,,닭고기,,,,,,
어묵피망볶음,문성일,볶음류,묵류,어패류,채소류,,,,,,,,,
건파래볶음,문성일,볶음류,해조류,,,,,,,,,,,
맑은만두육개장,문성일,국탕류,만두류,,,,,,,,,,,
치즈케익,문성일,빵과자류,난류,,,,,,,,,,,
김가루잔파무침,문성일,무침류,해조류,채소류,양념 및 장류,,,,,,,,,
백종원의,문성일,,,,,,,,,,,,,
맛살전,문성일,전류,어패류,난류,,,,,,,,,,
찹쌀도너츠,문성일,빵과자류,난류,곡류,,,,,,,,,,
물만두찜*장,문성일,찜류,만두류,양념 및 장류,,,,,,,,,,
버섯육개장,문성일,국탕류,채소류,,,,,,,,,,,
파닭,문성일,튀김류,육류,채소류,,,,닭고기,,,,,,
비엔나볶음,문성일,볶음류,육류,,,,,돼지고기,,,,,,
두부김칫국,문성일,국탕류,두류,김치류,,,,,,,,,,
볼어묵곤약볶음,문성일,볶음류,묵류,어패류,채소류,,,,,,,,,
샐러드*오리엔탈D,문성일,샐러드류,채소류,양념 및 장류,,,,,,,,,,
버섯맛살볶음,문성일,볶음류,채소류,어패류,,,,,,,,,,
유부주머니된장국,문성일,국탕류,두류,양념 및 장류,,,,,,,,,,
장어강정*데리야끼소스,문성일,튀김류,어패류,양념 및 장류,,,,,,,,,,
새우살호박볶음,문성일,볶음류,어패류,채소류,,,,,,,,,,
콩나물간장조림,문성일,조림류,채소류,양념 및 장류,,,,,,,,,,
가지볶음,문성일,볶음류,채소류,,,,,,,,,,,
버섯죽,문성일,죽류,채소류,곡류,,,,,,,,,,
동태콩나물찜,문성일,찜류,어패류,채소류,,,,,,,,,,
비엔나감자볶음,문성일,볶음류,육류,채소류,,,,돼지고기,,,,,,
갈치구이,문성일,구이류,어패류,,,,,,,,,,,
양배추숙*쌈장,문성일,찜류,채소류,양념 및 장류,,,,,,,,,,
브라우니,문성일,빵과자류,난류 ,,,,,,,,,,,
냉메밀소바,문성일,국수류,면류,양념 및 장류,,,,,,,,,,
감자카레볶음,문성일,볶음류,채소류,양념 및 장류,,,,,,,,,,
소고기장조림,문성일,조림류,육류,,,,,소고기,,,,,,
옛날왕돈가스,문성일,튀김류,육류,,,,,돼지고기,,,,,,
마늘베이컨볶음밥,문성일,밥류,채소류,육류,곡류,,,돼지고기,,,,,,
시금치된장국,문성일,국탕류,채소류,양념 및 장류,,,,,,,,,,
찰떡떡갈비조림,문성일,조림류,육류,,,,,소고기,,,,,,
꽃삼겹김치찜,문성일,찜류,육류,김치류,,,,돼지고기,,,,,,
과일요거트샐러드,문성일,샐러드류,과일류,채소류,,,,,,,,,,
오므라이스,문성일,밥류,난류,채소류,곡류,,,,,,,,,
굴소스해물볶음밥,문성일,밥류,어패류,곡류,채소류,양념 및 장류,,,,,,,,
감자된장찌개,문성일,찌개류,채소류,양념 및 장류,,,,,,,,,,
모카카스테라,문성일,빵과자류,,,,,,,,,,,,
만두튀김,문성일,튀김류,만두류,,,,,,,,,,,
수제고기육전,문성일,전류,육류,채소류,,,,돼지고기,,,,,,
마샐러드,문성일,샐러드류,채소류,,,,,,,,,,,
새우살죽>,문성일,죽류,어패류,곡류,,,,,,,,,,
미니돈까스,문성일,튀김류,육류,,,,,돼지고기,,,,,,
상추치커리무침,문성일,뭋침류,채소류,양념 및 장류,,,,,,,,,,
쫄면무침,문성일,무침류,채소류,면류,,,,,,,,,,
도라지채무침,문성일,무침류,채소류,양념 및 장류,,,,,,,,,,
생깻잎지,문성일,장아찌류,채소류,,,,,,,,,,,
"김말이,고추튀김",문성일,튀김류,해조류,채소류,,,,,,,,,,
미소장국,문성일,국탕류,양념 및 장류,,,,,,,,,,,
애플샌드,문성일,빵과자류,과일류,난류,,,,,,,,,,
솎음열무나물,문성일,무침류,채소류,,,,,,,,,,,
새싹피자,문성일,빵과자류,채소류,,,,,,,,,,,
야채쫄면,문성일,국수류,채소류,면류,,,,,,,,,,
양념김,문성일,단품류,해조류,,,,,,,,,,,
꽁치구이,문성일,구이류,어패류,,,,,,,,,,,
사과맛살초무침,문성일,무침류,어패류,과일류,양념 및 장류,,,,,,,,,
후르츠탕수육,문성일,튀김류,육류,과일류,,,,돼지고기,,,,,,
청포묵무침,문성일,무침류,묵류,양념 및 장류,,,,,,,,,,
돈까스김치나베,문성일,국탕류,육류,김치류,,,,돼지고기,,,,,,
돈육고구마강정,문성일,튀김류,육류,채소류,,,,돼지고기,,,,,,
마늘종숙회,문성일,무침류,채소류,,,,,,,,,,,
얼갈이열무겉절이,문성일,김치류,채소류,,,,,,,,,,,
복주머니딤섬*장,문성일,찜류,만두류,양념 및 장류,,,,,,,,,,
옹심이국,문성일,국탕류,채소류,만두류,,,,,,,,,,
생야채*쌈짱,문성일,샐러드류,양념 및 장류,,,,,,,,,,,
사과주스,문성일,음료 및 주류,과일류,,,,,,,,,,,
무피클,문성일,단품류,채소류,,,,,,,,,,,
흑임자샐러드,문성일,샐러드류,채소류,양념 및 장류,,,,,,,,,,
새우까스*타르타르,문성일,튀김류,어패류,양념 및 장류,,,,,,,,,,
양배추비트피클,문성일,단품류,채소류,,,,,,,,,,,
햄야채샌드,문성일,빵과자류,육류,채소류,,,,돼지고기,,,,,,
유산슬,문성일,볶음류,어패류,채소류,,,,,,,,,,
닭봉오븐구이,문성일,구이류,육류,,,,,닭고기,,,,,,
굴소스볶음밥,문성일,밥류,곡류,양념 및 장류,,,,,,,,,,
매콤부들어묵볶음,문성일,볶음류,묵류,어패류,,,,,,,,,,
미니새송이볶음,문성일,볶음류,채소류,,,,,,,,,,,
양념깻잎지찜,문성일,찜류,채소류,양념 및 장류,,,,,,,,,,
순두부국,문성일,국탕류,두류,,,,,,,,,,,
어묵잡채,문성일,볶음류,묵류,어패류,,,,,,,,,,
시래기조림,문성일,조림류,채소류,,,,,,,,,,,
비트피클,문성일,장아찌류,채소류,,,,,,,,,,,
삼계국밥,문성일,밥류,육류,곡류,,,,닭고기,,,,,,
찹쌀밥,문성일,밥류,곡류,,,,,,,,,,,
땅콩죽,문성일,죽류,곡류,,,,,,,,,,,
컵케익,문성일,빵과자류,난류,,,,,,,,,,,
톳무침,문성일,무침류,해조류,,,,,,,,,,,
두부부침,문성일,무침류,더류,,,,,,,,,,,
치커리사과생채,문성일,무침류,채소류,과일류,,,,,,,,,,
참치마요덮밥,문성일,밥류,어패류,양념 및 장류,,,,,,,,,,
콩비지찌개,문성일,찌개류, 두류,,,,,,,,,,,
조갯살근대국,문성일,국탕류,어패류,채소류,,,,,,,,,,
쪽파무침,문성일,무침류,채소류,양념 및 장류,,,,,,,,,,
북어무우국,문성일,국탕류,어패류,채소류,,,,,,,,,,
달래오이생채,문성일,무침류,채소류,,,,,,,,,,,
메밀비빔국수,문성일,국수류,채소류,면류,양념 및 장류,,,,,,,,,
시금치죽,문성일,죽류,곡류,채소류,,,,,,,,,,
삼치구이*와사비장,문성일,구이류,어패류,양념 및 장류,,,,,,,,,,
대구지리,문성일,국탕류,어패류,,,,,,,,,,,
수제오떡탕,문성일,국탕류,묵류,어패류,떡류,,,,,,,,,
야채샐러드,문성일,샐러드,채소류,,,,,,,,,,,
가래떡오븐구이,문성일,구이류,떡류,,,,,,,,,,,
우동,문성일,국탕류,면류,,,,,,,,,,,
조갯살아욱국,문성일,국탕류,어패류,채소류,,,,,,,,,,
시래기나물,문성일,무침류,채소류,,,,,,,,,,,
돈육꽈리고추장조림,문성일,조림류,육류,채소류,양념 및 장류,,,,,,,,,
북어콩나물국,문성일,국탕류,어패류,채소류,,,,,,,,,,
피자핫도그,문성일,빵과자류,육류,,,,,돼지고기,,,,,,
흑임자죽,문성일,죽류,곡류,,,,,,,,,,,
갈치양념조림,문성일,조림류,어패류,양념 및 장류,,,,,,,,,,
코다리엿장조림,문성일,조림류,어패류,양념 및 장류,,,,,,,,,,
새우튀김*크림소스,문성일,튀김류,어패류,양념 및 장류,,,,,,,,,,
파프리카해초무침,문성일,무침류,채소류,해조류,,,,,,,,,,
바나나와플,문성일,빵과자류,과일류,,,,,,,,,,,
명란계란찜,문성일,찜류,어패류,난류,,,,,,,,,,
간장깻잎지,문성일,장아찌류,채소류,양념 및 장류,,,,,,,,,,
김계란말이,문성일,구이류,해조류,난류,,,,,,,,,,
길거리토스트,문성일,빵과자류,채소류,난류,,,,,,,,,,
단호박크림스프,문성일,죽류,채소류,,,,,,,,,,,
치즈계란말이,문성일,구이류,난류,,,,,,,,,,,
야채스틱,문성일,튀김류,채소류,,,,,,,,,,,
김칫국,문성일,국탕류,김치류,,,,,,,,,,,
등갈비김치찜,문성일,찜류,육류,김치류,,,,돼지고기,,,,,,
진미채무말랭이무침,문성일,무침류,채소류,양념 및 장류,,,,,,,,,,
동태알탕,문성일,국탕류,어패류,,,,,,,,,,,
제육간장불고기,문성일,볶음류,육류,양념 및 장류,,,,돼지고기,,,,,,
빠에야,문성일,밥류,어패류,곡류,,,,,,,,,,
고추잡채*꽃빵,연제호,볶음류,육류,채소류,,,,돼지고기,,,,,,
고기완자전*케찹,연제호,전류,육류,양념 및 장류,,,,돼지고기,,,,,,
파래김*장,연제호,단품류,해조류,양념 및 장류,,,,,,,,,,
브로콜리*초장,연제호,샐러드류,채소류,양념 및 장류,,,,,,,,,,
도토리묵*장,연제호,무침류,묵류,양념 및 장류,,,,,,,,,,
노각무침,연제호,무침류,채소류,,,,,,,,,,,
오리훈제샌드위치,연제호,빵과자류,육류,,,,,오리고기,,,,,,
"스팸,깻잎전",연제호,전류,육류,채소류,곡류,난류,,돼지고기,,,,,,
삼겹보쌈,연제호,찜류,육류,,,,,돼지고기,,,,,,
무채국,연제호,국탕류,채소류,,,,,,,,,,,
고춧잎무침,연제호,무침류,채소류,,,,,,,,,,,
차돌박이된장찌개,연제호,찌개류,육류,양념 및 장류,,,,소고기,,,,,,
김치황태국,연제호,국탕류,김치류,어패류,,,,,,,,,,
납작군만두*장,연제호,튀김류,만두류,양념 및 장류,,,,,,,,,,
오꼬노미야끼계란말이,연제호,전류,난류,,,,,,,,,,,
봄나물튀김,연제호,튀김류,채소류,,,,,,,,,,,
새우살볶음밥,연제호,밥류,어패류,곡류,,,,,,,,,,
김치순두부찌개,연제호,찌개류,김치류,두류,,,,,,,,,,
단호박피자빵,연제호,빵과자류,채소류 ,,,,,,,,,,,
얼갈이생채,연제호,무침류,채소류,,,,,,,,,,,
우유,연제호,유제품,난류,,,,,,,,,,,
옥수수샌드,연제호,빵과자류,채소류,,,,,,,,,,,
수제연근유자피클,연제호,장아찌류,채소류,,,,,,,,,,,
게살죽,연제호,죽류,어패류,,,,,,,,,,,
토마토시금치달걀볶음,연제호,볶음류,채소류,난류,,,,,,,,,,
까르보나라떡볶이,연제호,볶음류,떡류,,,,,,,,,,,
버섯잡채,연제호,볶음류,채소류,면류,,,,,,,,,,
오렌지케익빵,연제호,빵과자류,과일류,,,,,,,,,,,
소시지오븐구이,연제호,구이류,육류,,,,,돼지고기(?),,,,,,
오리훈제마늘볶음,연제호,볶음류,육류,채소류,,,,오리고기,,,,,,
꽃상추무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
상추+양념장,연제호,샐러드류,채소류,양념 및 장류,,,,,,,,,,
매운순대국,연제호,국탕류,육류,채소류,,,,돼지고기,,,,,,
감자채카레볶음,연제호,볶음류,채소류,,,,,,,,,,,
감자범벅,연제호,샐러드류,채소류,,,,,,,,,,,
또띠아칩,연제호,빵과자류,,,,,,,,,,,,
씨리얼과일샐러드,연제호,샐러드류,채소류,,,,,,,,,,,
당면계란만두,연제호,전류,난류,면류(?),,,,,,,,,,
새우까스*칠리소스,연제호,튀김류,어패류,양념 및 장류,,,,,,,,,,
단무지무침,연제호,무침류,,,,,,,,,,,,
비엔나채소볶음,연제호,볶음류,육류,채소류,,,,돼지고기,,,,,,
해물볶음,연제호,볶음류,어패류,,,,,,,,,,,
생선까스*칠리소스,연제호,튀김류,어패류,양념 및 장류,,,,,,,,,,
감자버터구이,연제호,구이류,채소류,,,,,,,,,,,
고추장멸치볶음,연제호,볶음류,어패류,양념 및 장류,,,,,,,,,,
스팸볶음밥,연제호,밥류,육류,곡류,,,,돼지고기,,,,,,
소고기미역국,연제호,국탕류,육류,해조류,,,,소고기,,,,,,
돈채표고버섯볶음,연제호,볶음류,육류,채소류,,,,돼지고기,,,,,,
비엔나구이*케찹,연제호,구이류,육류,양념 및 장류,,,,돼지고기,,,,,,
미역초무침,연제호,무침류,해조류,,,,,,,,,,,
콩국수,연제호,국수류,두류,면류,,,,,,,,,,
케일쌈밥*씨앗쌈장,연제호,밥류,채소류,곡류,양념 및 장류,,,,,,,,,
전주식콩나물국,연제호,국탕류,채소류,,,,,,,,,,,
과일샐러드,연제호,샐러드류,과일류,,,,,,,,,,,
감자채전*장,연제호,전류,채소류,,,,,,,,,,,
해파리냉채,연제호,무침류,어패류(?)/해조류,,,,,,,,,,,
어묵매운국,연제호,국탕류,묵류,,,,,,,,,,,
동초나물무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
가쯔오장국,연제호,국탕류,양념 및 장류,,,,,,,,,,,
고구마순나물,연제호,무침류,채소류,,,,,,,,,,,
녹두빈대떡*장,연제호,전류,채소류,양념 및 장류,,,,,,,,,,
청경채생채,연제호,무침류,채소류,,,,,,,,,,,
오이피클,연제호,장아찌류,채소류,,,,,,,,,,,
진미채볶음,연제호,볶음류,어패류,,,,,,,,,,,
오이지,연제호,장아찌류,채소류,,,,,,,,,,,
망고드레싱샐러드,연제호,샐러드류,과일류,양념 및 장류,,,,,O,,,,,
시금치무침,연제호,무침류,채소류,,,,,,,,,,,
크래미미역줄기볶음,연제호,볶음류,어패류,해조류,,,,,,,,,,
게살모닝샌드,연제호,빵과자류,어패류,,,,,,O,,,,,
생선까스*타르타르소스,연제호,튀김류,어패류,양념 및 장류,,,,,,,,,,
숙주고기짬뽕,연제호,국탕류,육류,채소류,,,,,,,,,,
오징어&브로컬리숙회,연제호,찜류,어패류,채소류,,,,,,,,,,
옹심이만두국,연제호,국탕류,채소류,만두류,,,,,,,,,,
들깨시래기국,연제호,국탕류,채소류,,,,,,,,,,,
미나리나물무침,연제호,무침류,채소류,,,,,,,,,,,
비트무절임,연제호,장아찌류,채소류,,,,,,,,,,,
연근흑임자샐러드,연제호,샐러드류,채소류,양념 및 장류,,,,,O,,,,,
두부들깨탕,연제호,국탕류,두류,,,,,,,,,,,
해물까스*와사비소스,연제호,튀김류,어패류,양념 및 장류,,,,,,,,,,
얼큰소고기국,연제호,국탕류,육류,,,,,소고기,,,,,,
어묵무침,연제호,무침류,묵류,어패류,,,,,,,,,,
달래된장찌개,연제호,찌개류,채소류,,,,,,,,,,,
어묵꽈리고추볶음,연제호,볶음류,묵류,채소류,,,,,,,,,,
미역장국,연제호,국탕류,해조류,,,,,,,,,,,
닭매운찜,연제호,찜류,육류,,,,,닭고기,,,,,,
잔멸치볶음,연제호,볶음류,어패류,,,,,,,,,,,
돈까스또띠아,연제호,빵과자류,육류,,,,,돼지고기,,,,,,
모둠버섯볶음,연제호,볶음류,채소류,,,,,,,,,,,
청경채겉절이,연제호,김치류,채소류,,,,,,,,,,,
탕수어,연제호,튀김류,어패류,,,,,,,,,,,
수박,연제호,단품류,과일류,,,,,,,,,,,
춘전닭갈비,연제호,구이류,육류,,,,,닭고기,,,,,,
꽃게된장국,연제호,국탕류,어패류,,,,,,,,,,,
돈육강정,연제호,튀김류,육류,,,,,돼지고기,,,,,,
야채햄샌드,연제호,빵과자류,육류,채소류,,,,돼지고기,,,,,,
모듬묵샐러드,연제호,샐러드류,묵류,채소류,,,,,,,,,,
쇠고기덮밥,연제호,밥류,육류,곡류,,,,소고기,,,,,,
해물까스,연제호,튀김류,어패류,,,,,,,,,,,
짬뽕,연제호,국탕류,,,,,,,,,,,,
참치회덮밥,연제호,밥류,어패류,채소류,,,,,,,,,,
옹심이만둣국,연제호,국탕류,채소류,만두류,,,,,,,,,,
코코넛새우튀김,연제호,튀김류,어패류,,,,,,,,,,,
아귀채무침,연제호,무침류,어패류,채소류,,,,,,,,,,
시금치두부무침,연제호,무침류,채소류,두류,,,,,,,,,,
들깨감자국,연제호,국탕류,채소류,,,,,,,,,,,
소고기모듬장조림,연제호,조림류,육류,,,,,소고기,,,,,,
애호박나물,연제호,무침류,채소류,,,,,,,,,,,
두부계란전*양념장,연제호,전류,두류,양념 및 장류,,,,,,,,,,
비빔메밀국수,연제호,국수류,면류,채소류,,,,,,,,,,
멸치아몬드볶음,연제호,볶음류,어패류,,,,,,,,,,,
마카로니치즈범벅,연제호,볶음류,면류,,,,,,,,,,,
황태국수,연제호,국수류,어패류,,,,,,,,,,,
섭산적채소조림,연제호,조림류,육류,채소류,,,,소고기,,,,,,
돈육장조림,연제호,조림류,육류,,,,,돼지고기,,,,,,
꽁치양파조림,연제호,조림류,어패류,채소류,,,,,,,,,,
매운사태조림,연제호,조림류,육류,,,,,소고기,,,,,,
볶음밥,연제호,밥류,곡류,,,,,,,,,,,
새알만두국,연제호,국탕류,떡류,,,,,,,,,,,
야채소시지전*케찹,연제호,전류,육류,채소류,양념 및 장류,,,돼지고기,,,,,,
사천식탕수육,연제호,튀김류,육류,양념 및 장류,,,,돼지고기,,,,,,
냉이된장국,연제호,국탕류,채소류,양념 및 장류,,,,,,,,,,
바나나팬케이크,연제호,빵과자류,과일류,,,,,,,,,,,
북어국,연제호,국탕류,어패류,,,,,,,,,,,
모듬소시지구이,연제호,구이류,육류,,,,,돼지고기,,,,,,
연근땅콩조림,연제호,조림류,채소류,,,,,,,,,,,
닭강정,연제호,튀김류,육류,,,,,돼지고기,,,,,,
나가사끼짬뽕국*라면,연제호,국탕류,어패류,채소류 ,,,,,,,,,,
모둠버섯구이,연제호,구이류,채소류,,,,,,,,,,,
미역국,연제호,국탕류,해조류,,,,,,,,,,,
잡채말이어묵국,연제호,국탕류,어패류,,,,,,,,,,,
소보로빵,연제호,빵과자류,,,,,,,,,,,,
옥수수전,연제호,전류,채소류,,,,,,,,,,,
열무김치국수,연제호,국수류,면류,채소류,,,,,,,,,,
